编号,短信内容（法语）,"标签(1=垃圾,0=正常)",类别,备注
FR0954,De retour en brum! Merci de nous avoir mis en place et de nous garder tous et heureux. A bientôt,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0955,"Est-ce que la carrière de votre partenaire de rêve sera bientôt terminée? 2 découvriront gratuitement, txt HORO suivi d'un signe de l'étoile, par exemple HORO ARIES",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0956,Désolé! U ne peut pas encore se désabonner. The MOB offre package has a min term of 54 weeks> pls resoumettre la demande après expiration. Répondre THEMOB HELP 4 more info,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0957,Nous avons essayé de vous contacter re votre réponse à notre offre de Video Phone 750 à tout moment any network mins Half Price Line Rental Camcorder Répondre ou appeler 08000930705,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0958,U ont un amiral secret qui cherche 2 faire contact avec U-find qui ils R*revel qui pense UR si spécial-appel sur 09065171142-stopsms-08,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0959,"Haha... où est devenu si rapide perdre du poids, thk muz aller 4 par mois den a eu un effet... Gee, plus tard nous allons aust mettre bk e poids.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0960,RECPT 1/3. Vous avez commandé une sonnerie. Votre commande est en cours de traitement...,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0961,Rejoignez le service Dogging le plus excité du Royaume-Uni et u peut avoir sexe 2nite!. Il suffit de s'inscrire et de suivre les instructions. Txt ENTRÉE à 69888 maintenant! Nyt.EC2A.3LP.msg@150p,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0962,"En fin de marche, je devrais être prêt, mais je t'appellerai pour sûr. Le problème est que ma capitale n'est jamais complète.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0963,Je ne pouvais pas dire non car c'est un homme mourant et je me sens triste pour lui alors je vais y aller et je voulais juste que tu saches que je serais probablement allé tard dans ta nuit,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0964,Avec le salaire de. seulement &lt;#&gt;.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0965,"Vous êtes garanti le dernier Nokia Phone, un lecteur MP3 iPod 40 Go ou un prix £500! Txt mot: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0966,"Je vais jeter un oeil à la poêle au cas où elle serait bon marché ou un livre peut-être. Non, c'est idiot une poêle n'est pas susceptible d'être un livre.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0967,"Obtenez un nouveau téléphone portable en étant un agent de The Mob! Plus charge plus de goodies! Pour plus d'informations, text MAT to 87021.",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0968,Mangez jap fait oso aft ur lect... Ü a obtenu lect à 12 rite...,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0969,Est-ce que U peut obtenir 2 téléphone MAINTENANT? Je veux discuter 2 set up me rencontrer Appelez-moi MAINTENANT sur 09096102316 U peut cum ici 2moro Luv JANE xx Appels£1/minmoremobsEMSPOBox45PO139WA,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0970,"Twinks, ours, pétoncles, peaux et jocks appellent maintenant. Ne manquez pas le plaisir du week-end. Appelez le 08712466669 à 10p/min. 2 messages d'arrêt appelez le 08712460324(nat rate)",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0971,Vous n'avez pas reçu d'immunisation de l'hépatite B en nigère.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0972,Horrible bf... j'ai faim maintenant...,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0973,Pas de da.. Vijay va parler à la télévision jaya,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0974,YO YO YO BYO BYATCH WHASSUP?,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0975,"Papa, shu shu a l'air de 4 u... tu veux que je lui dise que tu n'es pas en singapour ou en wat?",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0976,Elle s'est synchronisée avec Shangela.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0977,Avons-nous de l'électricité de rechange?,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0978,Tu peux te rappeler des choses dont tu veux te souvenir plus tard.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0979,Slaaaave! Où es-tu? Dois-je t'invoquer tout le temps maintenant? Ne veux-tu plus venir me voir seule?,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0980,Cher titulaire du bon d'achat 2 demander vos laissez-passer de 1ère classe aéroport lors de l'utilisation de votre bon de vacances composez le 08704439680.,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0981,Comment s'est passée ta journée?,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0982,Oui..il est vraiment super..bhaji a dit kallis meilleur cricketer après sachin dans le monde:).très difficile de sortir.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0983,"Bonjour, joyeux anniversaire.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0984,XMAS iscoming & ur reçoit soit £500 chèques-cadeaux CD & entrée gratuite 2 r £100 tirage hebdomadaire txt MUSIC à 87066 TnC www.Ldew.com1win150ppmx3age16abonnement,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0985,Qui dit bonjour à notre drogué?,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0986,Urgent Veuillez appeler le 09066612661 de la ligne fixe. £5000 cash or a luxury 4* Canary Islands Holiday attend collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0987,"En tant que client apprécié, je suis heureux de vous informer qu'à la suite d'un récent examen de votre Mob No. vous êtes récompensé avec un Prix Bonus £1500, appelez 09066368470",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0988,J'ai juste vérifié sur vous. Ne manquez pas de voir Jeremiah.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0989,"Rassemblons notre argent et achetons un tas de billets de loto. Si nous gagnons, j'obtiens &lt;#&gt; % u get &lt;#&gt; %. Deal?",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0990,"J'ai presque atteint l'appel, je suis incapable de connecter u.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0991,"Bonjour, 2 nuits ur nuit chance! Uve a été invité 2 XCHAT, le chat Uks wildest! Txt CHAT à 86688 maintenant! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18ans",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0992,Vous voulez SEX explicite en 30 secondes? Anneau 02073162414 maintenant! Coûts 20p/min,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0993,Bonjour. Offre de fidélité à la clientèle:Le nouveau Nokia6650 Mobile à partir de SEULEMENT £10 chez TXTAUCTION! Txt mot: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0994,"Oui, princesse, Tolède.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0995,"URGENT! Le tirage du week-end dernier montre que vous avez gagné £1000 cash ou des vacances espagnoles! APPELEZ MAINTENANT 09050000332 à réclamer. T&C: RSTM, SW7 3SS. 150ppm",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0996,"Sunshine Hols. Pour réclamer des vacances ur med envoyer une enveloppe d'auto-adresse estampillée à Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz commence samedi! Unsub Stop",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0997,"J'étudie, tout va bien avec moi! Je ne suis pas sûr que la chose sera résolue, quoi qu'il en soit.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0998,Tomarrow audition finale sur mon ordinateur portable donc je ne peux pas.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0999,"Vous avez 1 nouveau message vocal, s'il vous plaît appelez le 08719181513.",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1000,Vous recevrez bientôt la sonnerie Triple Echo de cette semaine. Profitez-en!,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1001,Bonjour Cher Appelez-moi son urgnt. Je ne sais pas quel est votre problème. Vous ne voulez pas travailler ou si vous avez un autre problème au moins me dire. Wating pour votre réponse.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1002,"Oui, je me réfère à l'ex wat de mei... non, attends 4 u pour traiter, quelqu'un shld b riche liao... donc gd, den u dun doivent travailler à partir de frm tmr...",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1003,"Oui, j'élabore sur les aspects de sécurité et d'autres questions.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1004,Lolnice. Je suis passé d'un poisson à..l'eau.?,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1005,"449050000301 Vous avez gagné un prix de £2.000! Pour réclamer, composez le 09050000301.",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1006,Tu fais quoi?,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1007,"Urgent! appelez le 09066612661 de la ligne fixe. Votre complément 4* Tenerife Holiday ou £10,000 en espèces attendent la collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ expéditeur: Hol Offre",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1008,"Text82228>> Obtenez d'autres sonneries, logos et jeux à partir de www.txt82228.com. Questions: info@txt82228.co.uk",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1009,Obtenir un lecteur vidéo mobile gratuit Film gratuit. Pour collecter du texte Aller à 89105. Son gratuit! Des films supplémentaires peuvent être commandés t's et c's appliquer. 18 ans seulement,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1010,Je dois retourner au sd de La. J'ai mal au cul.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1011,Êtes-vous assez unique? Découvrez à partir du 30 août. www.areyouunique.co.uk,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1012,"Vous recevrez votre ton dans les prochaines 24 heures. Pour les Conditions générales, veuillez consulter Channel U Teletext Pg 750",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1013,Je n'essaie pas de trouver toutes les vraies photos que tu as prises.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1014,"S'il vous plaît, laissez ce sujet..désolé d'avoir dit ça..",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1015,Pls dit à Nelson que les bb ne sont plus dans le comin. L'argent que j'attendais d'aint à venir,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1016,T'essaies de me faire me jeter d'une falaise ou quoi?,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1017,Salut. Je suis toujours en ligne sur Yahoo et j'aimerais discuter avec vous un jour,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1018,Si vous r @ à la maison puis descendre dans les 5 min,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1019,Tout ce que le lor... U décidera...,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1020,"Félicitations! Merci à un bon ami U ont WON le prix £2.000 Xmas. 2 réclamation est facile, il suffit de téléphoner 08718726978 MAINTENANT! Seulement 10p par minute. BT-national-tarif",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1021,"Une brise fraîche... Un soleil éclatant... Une fleur fraîche... Des oiseaux Twitter... Tous ceux qui attendent pour souhaiter u: ""GOODMORNING &amp; AVEZ UN JOUR NICE"" :)",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1022,"MESSAGE GRATUIT Activez vos 500 messages texte GRATUITS en répondant à ce message avec le mot GRATUIT Pour connaître les conditions générales, visitez www.07781482378.com",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1023,Où es-tu? Qu'est-ce que tu fais? Yuou travaille sur l'obtention du PC chez ta mère? Tu as trouvé un endroit où ça marcherait? J'ai besoin de toi,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1024,"C'est la 2ème fois que nous avons essayé 2 contact u. U ont gagné le prix 750 Pound. 2 réclamation est facile, appelez 08718726970 MAINTENANT! Seulement 10p par min. BT-national-rate",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1025,Gratuit pour la 1ère semaine! No1 Nokia tone 4 ur maf chaque semaine juste txt NOKIA à 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1026,"J'ai adoré te réveiller ce matin! Tu me manques aussi, mon Amour. J'espère que ta journée va bien et que tu es heureuse. J'attends que nous soyons à nouveau ensemble.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1027,Non..il s'est joint aujourd'hui lui-même.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1028,Pendant ce temps dans la suite de merde: xavier a décidé de nous donner &lt;#&gt; secondes d'avertissement que Samantha était venu et joue de la guitare de Jay pour l'impressionner ou quelque merde. Aussi je ne pense pas que Doug réalise que je ne vis plus ici,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1029,"Chère, Regret i cudnt cueil call.drive down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1030,"Je pense que j'attends le même bus! Informez-moi quand vous y arrivez, si jamais vous y arrivez.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1031,Offre de fidélité à la clientèle:Le nouveau Nokia6650 Mobile à partir de SEULEMENT £10 chez TXTAUCTION! Txt mot: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1032,Un lien vers votre photo a été envoyé. Vous pouvez également utiliser http://alto18.co.uk/wave/wave.asp?o=44345,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1033,Lol ils étaient en colère au début mais ensuite ils se réveillèrent et abandonnèrent.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1034,Vous êtes déchiré! Obtenez votre contenu mobile à partir de www.clubmoby.com composez le 08717509990 poly/true/Pix/Ringtones/Games six téléchargements pour seulement 3,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1035,"Très bien, nous allons vous l'apporter, à vous dans comme &lt;#&gt; mins",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1036,"Vous avez été spécialement sélectionné pour recevoir un prix ""3000! Appelez le 08712402050 AVANT la fermeture des lignes. Coût 10ppm. 16+. Les T&C s'appliquent. AG Promo",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1037,"C'est bon, la morphine.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1038,Tu n'as pas encore fini le travail?,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1039,Bloomberg -Centre de message +447797706009 Pourquoi attendre? Faites votre demande pour votre futur http://careers. bloomberg.com,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1040,"Monsieur, j'ai été en retard dans le paiement du loyer depuis quelques mois et j'ai dû payer une charge $ &lt;#&gt;. J'ai senti qu'il serait inconsidéré de me plaindre de quelque chose que vous donnez à grand prix à vous-même et c'est pourquoi je n'ai pas parlé. Cependant, je suis dans une récession et ne sera pas en mesure de payer la charge ce mois-ci d'où mon askin bien avant la fin du mois. Pouvez-vous s'il vous plaît aider. Merci",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1041,"Salut bébé sa Jordanie, comment r u? Im maison de l'étranger et solitaire, text me retour si vous voulez chat xxSP visionsms.com Text stop to stopCost 150p 08712400603",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1042,"Ok, prends soin de toi alors...",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1043,"Vos tons Cool-Mob hebdomadaires sont prêts à être téléchargés!Cette semaine, les nouveaux tons incluent : 1) Crazy Frog-AXEL F>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>Plus d'informations en n",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1044,Je ne veux rien entendre.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1045,dit le &lt;#&gt; agé d'un an avec un homme et de l'argent. Je suis à mon dernier &lt;#&gt;. attendant toujours ce chèque.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1046,PRIVÉ! Votre relevé de compte 2004 pour 078498****7 indique 786 points bonus non remboursés. Pour demander un appel 08719180219 Code d'identification: 45239 Expire 06.05.05,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1047,"En tant qu'abonné optin enregistré, un chèque-cadeau de 4 £100 sera inscrit dès réception d'une réponse correcte à 80062 Whats No1 dans les graphiques de la BBC",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1048,"Quand je suis né, Dieu a dit, ""Oh non, un autre IDIOT"". Quand vous êtes né, Dieu a dit, ""Oh non, COMPÉTITION"". Qui a su, un jour ces deux-là deviendront des FREINS pour toujours!",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1049,"Try SPEEDCHAT, txt SPEEDCHAT à 80155, si vous n'aimez pas em txt SWAP et obtenir un nouveau bavardage! Chat80155 POBox36504W45WQ 150p/msg rcd 16",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1050,J'arriverai dans 20 minutes.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1051,Téléphones vidéo gratuits avec ligne de Half Price location pour 12 mths et 500 minutes de cross ntwk 100 txts. Appelez MobileUpd8 08001950382 ou Call2Out/674&,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1052,PRIVÉ! Votre relevé de compte 2003 pour les chiffres de 800 points S.I.M. non revus. Appelez le 08715203685 Code d'identification:4xx26 Expire 13/10/04,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1053,"WINNER! En tant que client de réseau apprécié, vous avez été sélectionné pour recevoir une récompense de £900! Pour collecter l'appel 09061701444. Valable 24 heures seulement. ACL03530150PM",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1054,"Notre mère Prasanth ettans est décédée hier soir, priez pour elle et sa famille.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1055,Voulez-vous un nouveau téléphone vidéo750 à tout moment any network mins 150 text pour seulement cinq livres par semaine appelez 08000776320 maintenant ou répondez à la livraison demain,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1056,Faites-nous faire du shopping et Mark distrairea Isaiah.=D,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1057,"Oncle Abbey, bonne année.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1058,Tu manques aussi.Pray inshah allah,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1059,FreeMsg>FAV XMAS TONES!Répondre RÉEL,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1060,Je sais que les filles sont toujours en sécurité et égoïstes.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1061,Lol wtf aléatoire. Btw est que votre pause déjeuner,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1062,83039 62735=£450 UK Break AccommodationLes conditions générales des bons d'hébergement s'appliquent.,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1063,Dernière chance 2 demander une valeur de £150 de bons de réduction-Texte OUI à 85023 maintenant!SavaMob-member offre mobile T Cs 08717898035. £3.00 Sub. 16. Supprimer txt X ou STOP,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1064,GSOH? Bon avec SPAM les dames?U pourrait b un gigolo masculin? 2 rejoindre la plus forte croissance du club masculin réponse ONCALL. mjzgroup. 08714342399.2stop réponse STOP. msg@£1.50rcvd,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1065,"Boooo, tu travailles toujours.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1066,"Je vais dîner, après.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1067,Ces chinchillas de canard,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1068,"Jus dit u dat i'll b en laissant 4 shanghai sur 21e à la place, donc nous allons avoir plus de temps 2 se retrouver cya...",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1069,GRATUIT HARDCORE NON LIMITED PORN direct 2 votre mobile Txt PORN à 69200 et obtenir un accès GRATUIT pour 24 heures puis chrgd@50p par jour txt Stop 2exit. Ce msg est gratuit,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1070,"J'ai été libéré, je pense que tu pourrais m'envoyer un texto à l'adresse de Blake? Il me semble que je ne suis pas aussi sûr de ce que je fais que je pensais que j'étais",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1071,Mes frais de scolarité sont à 330. Hm nous allons pour le 1120 à 1205 un?,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1072,Est-ce que ü tous les wan 2 se rencontrent n combinent toutes les pièces? Comment va le reste du projet?,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1073,"J'ai envoyé mes scores à Sophas et j'ai dû faire une application secondaire pour quelques écoles. Je pense que si vous pensez à postuler, faites une recherche sur le coût aussi.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1074,"Thanx 4 le temps que nous avons passé 2geva, sa menthe bin! Ur mon bébé et tout ce que je veux c'est u!xxxx",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1075,Vous avez 1 nouveau message. Appelez 0207-083-6089,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1076,WIN a £200 Shopping spree chaque SEMAINE À partir DE MAINTENANT. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 £1.50parweeksub.,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1077,u r un gagnant U ave a été spécialement sélectionné 2 recevoir £1000 cash ou un 4* vacances (vols inc) parler à un opérateur en direct 2 réclamation 0871277810710p/min (18 ),1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1078,Urgent! S'il vous plaît appelez 09061213237 à partir de la ligne fixe. £ 5000 cash ou un luxe 4* Îles Canaries Vacances attendent la collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1079,"SMS. ac sun0819 posts HELLO:""Vous semblez cool, a voulu dire bonjour. HI!!!"" Arrêt? Envoyer STOP à 62468",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1080,Nous avons essayé de vous appeler re votre réponse à nos sms pour une vidéo mobile 750 minutes UNLIMITED TEXTE + caméscope gratuit Réponse de l'appel 08000930705 Maintenant,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1081,J'espère que l'asus ppl ne fera pas de reformatage au hasard.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1082,FREEMSG: Nos dossiers indiquent que vous pouvez avoir droit à 3750 livres pour l'accident que vous avez eu. Pour demander une réponse gratuite avec OUI à ce msg. Pour refuser le texte STOP,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1083,"Je pense que je vais devoir lui donner une Miss. J'enseigne jusqu'à douze, puis j'ai une conférence à deux.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1084,Bonjour mon petit animal de fête! Je pensais juste que je te bourdonnerais comme tu étais avec tes amis...*grins*... te rappeler que tu étais aimé et envoyer un baiser coquin,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1085,Je ne vais rien faire de bien. Au revoir.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1086,"Heureux que ça se soit bien passé :) venez à 11h, puis nous aurons beaucoup de temps avant que Claire aille au travail.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1087,Peut-être?! Dites bonjour à et de savoir si a obtenu sa carte. Grande évasion ou wetherspoons?,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1088,Je suis rentré.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1089,"Cher Dave, voici votre dernier avis pour récupérer votre prix 4* Tenerife Holiday ou #5000 CASH! Appelez le 09061743806 de la ligne fixe. TCs SAE Box326 CW25WX 150ppm",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1090,Préparez-vous à être appréciés :),0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1091,"En tant qu'abonné SIM, vous êtes sélectionné pour recevoir un Bonus! Obtenez-le livré à votre porte, Txt le mot OK to No: 88600 à réclamer. 150p/msg, EXP. 30Apr",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1092,Comment se trouve la rue où se trouve la fin de la promenade de la bibliothèque?,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1093,Yup he msg me: c'est tat yijue? Alors c'est mon pote de groupe parce que nous nous réunissons aujourd'hui mah... J'ai envie de partir si ü part plus tôt ou wat mah cos mayb ü haf à marcher v loin...,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1094,Nt encore chikku..simple habba..hw abt u?,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1095,"0A$NETWORKS permettent aux entreprises de facturer pour SMS, donc ils sont responsables de leurs ""fournisseurs"", tout comme un magasin doit donner une garantie sur ce qu'ils vendent. B. G.",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1096,Am new 2 club & dont fink nous avons rencontré encore Will B gr8 2 C U S'il vous plaît laisser msg 2day wiv ur area 09099726553 réponse promis CARLIE x Appels£1/minMobsmore LKPOBOX177HP51FL,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1097,"Hey hey were the monkeespeople dit que nous montons! Howdy Gorgeous, Howu doin? Foundsurtelf une sauvegarde jobyet?LOVE JEN XXX",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1098,Marvel Mobile Jouer le jeu officiel Ultimate Spider-man (£4.50) sur votre mobile en ce moment. Texte SPIDER à 83338 pour le jeu et nous allons envoyer u un fond d'écran gratuit 8Ball,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1099,"Ouais, c'est ce que je pensais, je sais si quelque chose se passe plus tard.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1100,Salut. Qu'est-ce que tu penses de l'allumette?,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1101,"Je ne l'ai pas envoyé, il peut m'envoyer.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1102,"Ce que je veux dire, c'est qu'ils viennent te chasser quand c'est fini ou qu'il est dit que tu peux regarder autant de films que tu veux.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1103,Je crois que je lui ai dit.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1104,Nokia téléphone est aimable..,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1105,"Oui, j'ai fini de regarder les jours de notre vie.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1106,"URGENT! Votre mobile No 07xxxxxxx a remporté un prix d'appel bonus de £2,000 le 02/06/03! c'est la 2ème tentative pour vous joindre! appelez 09066362231 dès que possible! BOX97N7QP, 150PPM",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1107,nous avons essayé de vous contacter re votre réponse à notre offre d'un nouveau fone nokia et caméscope réponse ou appelez 08000930705 pour la livraison,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1108,Messe-moi quand rajini viendra.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1109,"INFORMATIONS URGENTES ET IMPORTANTES POUR L'UTILISATEUR D'O2. AUJOURD'HUI, C'EST VOTRE JOUR LUTTE! 2 RENDEZ-VOUS POURQUOI CONNEXION À HTTP://WWW.URAWINNER.COM Y A-T-IL UNE SURPRISE FANTASTIQUE?",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR1110,"De cette façon, le transport est moins problématique que sur le sat night. D'ailleurs, si vous voulez demander à n de rejoindre mon bday, n'hésitez pas.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR1111,"Pourquoi guoyang ne lui a-t-il pas dit, alors tu lui as dit?",0,normal,SpamShield 真实数据（CC-BY-4.0）
